Ticker,Company Name,Sector,Industry,Country,Currency,P/E Ratio (Trailing),P/E Ratio (Forward),Price-to-Book Ratio,Price-to-Sales Ratio,Enterprise Value,EV/EBITDA,EV/Revenue,Profit Margin,Operating Margin,Gross Margin,Return on Equity (ROE),Return on Assets (ROA),Debt-to-Equity Ratio,Current Ratio,Quick Ratio,Revenue (TTM),EPS (Trailing),EPS (Forward),Revenue Growth (YoY),Earnings Growth (YoY),Dividend Yield,Dividend Rate,Payout Ratio,Market Cap,Beta,52-Week High,52-Week Low,Average Volume,Shares Outstanding,Float Shares,Short Ratio,Book Value Per Share,Total Assets,Total Liabilities,Free Cash Flow,EBITDA,Target Price (Analyst),Recommendation Rating,Number of Analysts,Institutional Ownership (%),Insider Ownership (%),Historical Volatility (1Y),Target High Price,Target Low Price,50-Day Moving Average,200-Day Moving Average,Website
HEI.DE,Heidelberg Materials AG,Basic Materials,Building Materials,Germany,EUR,19.15058,15.961383,2.0514517,1.72517,42452267008.0,10.211,1.961,0.08745,0.10704,0.64062,0.11,0.054980002,47.623,1.148,0.688,21653600256.0,10.36,12.43,0.04,0.219,1.72,3.3,0.3182,37356142592.0,1.113,212.2,90.22,323131.0,178431008.0,127155608.0,,96.712,37301700000.0,17326800000.0,1821600000.0,4157400064.0,197.79411,2.625,17.0,0.43674,0.28405002,0.36635705143095676,240.0,91.0,200.495,164.76076,https://www.heidelbergmaterials.de
HIK.L,Hikma Pharmaceuticals PLC,Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom,GBp,13.816,9.702248,150.68492,1.1892028,5190477824.0,6.794,1.614,0.11536,0.22557,0.43035,0.15378,0.069699995,61.074,1.244,0.653,3216000000.0,1.25,1.78,0.057,0.059,3.67,0.64,0.479,3824476160.0,0.6,2360.0,1690.0,517519.0,221452000.0,155060639.0,,11.461,5133000000.0,2812000000.0,329000000.0,764000000.0,2523.0513,1.63636,11.0,0.38522997,0.30479,0.23052124719652378,2844.6877,2166.914,1905.6,2017.49,https://www.hikma.com
7741.T,HOYA Corporation,Healthcare,Medical Instruments & Supplies,Japan,JPY,33.883305,28.857273,6.9177847,7.713395,6194971803648.0,13.24,7.071,0.23603001,0.47864,0.86009,0.20811,0.13071,4.03,5.186,4.217,876092981248.0,581.85,683.19,0.031,0.123,0.82,160.0,0.2753,6757651316736.0,0.592,21935.0,14345.0,1066507.0,342767008.0,325118143.0,,2849.901,1234278000000.0,262649000000.0,187191000000.0,467915014144.0,22131.25,1.5,16.0,0.50555,2.0000001e-05,0.3123564010231756,25000.0,18400.0,18440.4,18332.1,https://www.hoya.com
0902.HK,HUANENG POWER,Utilities,Utilities - Independent Power Producers,China,HKD,9.095238,7.441559,1.4513679,0.4923616,443127037952.0,8.018,1.856,0.050019998,0.15333,0.17004,0.08911,0.0322,145.853,0.57,0.454,238777155584.0,0.63,0.77,-0.033,1.106,5.12,0.29,0.8135,117564702720.0,0.644,5.82,3.86,41540939.0,4700380160.0,7126777404.0,,3.948,586842753960.0,383794927590.0,-13122977809.0,55268810752.0,5.6996017,1.69231,13.0,0.35646,0.12841,0.27008560733038356,6.60806,4.8405976,5.2808,4.6769,https://www.hpi.com.cn
ITX.MC,"Industria de Diseño Textil, S.A.",Consumer Cyclical,Apparel Retail,Spain,EUR,22.643618,31.768656,7.342187,3.4212742,126327341056.0,14.223,3.26,0.15164,0.19845,0.55862,0.33036998,0.13818,30.934,1.348,0.988,38755999744.0,1.88,1.34,0.015,0.008,2.68,1.13,0.58919996,132594900992.0,1.105,56.34,40.8,1999135.0,3114749952.0,1109273876.0,,5.798,34714000000.0,15038000000.0,6616000000.0,8881999872.0,50.43913,2.17391,23.0,0.16538,0.64352,0.2379981073404034,60.0,38.4,42.9318,47.5396,https://www.inditex.com
IFT.NZ,Infratil Limited,Industrials,Conglomerates,New Zealand,NZD,,47.18,1.7141404,3.0238628,19723034624.0,23.632,5.12,-0.07433,0.12841,0.44426,-0.03393,0.01505,85.81,0.672,0.479,3851800064.0,-0.31,0.25,0.186,,1.74,0.21,0.1866,11647314944.0,0.17,13.34,9.13,911916.0,975827968.0,913660330.0,,6.881,17242900000.0,9027900000.0,-211900000.0,834600000.0,12.79125,,8.0,0.24364,0.076869994,0.2922791341915597,15.0,10.5,11.4877,11.265,https://infratil.com
6618.HK,JD Health International Inc.,Healthcare,Pharmaceutical Retailers,China,HKD,39.753086,38.79518,3.5106847,3.1667652,156030533632.0,64.368,2.397,0.07251,0.06027,0.23808001,0.08562,0.01935,0.741,2.925,2.34,65105965056.0,1.62,1.66,0.245,0.248,,,0.0,206175305728.0,1.155,69.35,21.8,10087311.0,3201479936.0,1021141335.0,,18.344,71274993000.0,16034155000.0,4286012000.0,2424022016.0,65.76632,1.26316,17.0,0.14543,0.67689,0.5609504670074473,88.01395,42.148354,51.9984,38.33685,https://ir.jdhealth.com
4452.T,Kao Corporation,Consumer Defensive,Household & Personal Products,Japan,JPY,28.35821,26.886791,3.0681424,1.9584217,3137491435520.0,12.894,1.902,0.0691,0.09134,0.39198002,0.10613,0.053579997,22.27,1.885,1.189,1649483055104.0,245.22,258.64,-0.007,-0.006,2.24,154.0,0.6235,3230383472640.0,0.191,7273.0,5760.0,1259285.0,464536000.0,362379857.0,,2266.518,1867237000000.0,768402000000.0,134109000000.0,243332005888.0,7630.0,1.81818,11.0,0.61212003,0.02211,0.22302912551691872,8900.0,7000.0,6666.76,6440.435,https://www.kao.com/jp/
6326.T,Kubota Corporation,Industrials,Farm & Heavy Construction Machinery,Japan,JPY,11.91874,9.076821,0.8462473,0.7025055,4121852379136.0,12.006,1.425,0.059520002,0.10967,0.30606002,0.07833,0.02767,78.548,1.748,1.153,2891615043584.0,149.89,196.82,-0.077,-0.326,2.86,50.0,0.3336,2031375482880.0,0.627,2131.5,1460.5,4014388.0,1137069952.0,1100667973.0,,2111.085,6018665000000.0,3278899000000.0,68087000000.0,343324000256.0,1947.2727,2.54545,11.0,0.64559,0.013099999,0.3182153111229974,2610.0,1500.0,1696.37,1756.8125,https://www.kubota.co.jp
6971.T,Kyocera Corporation,Industrials,Conglomerates,Japan,JPY,115.685135,22.167597,0.8498186,1.399581,2715922726912.0,14.252,1.362,0.012259999,0.0388,0.27838,0.0084,0.00902,10.284,3.103,2.018,1993623994368.0,17.15,89.5,-0.042,0.009,2.51,50.0,2.9223,2790238191616.0,0.17,2007.0,1443.5,4460479.0,1406370048.0,1384038508.0,,2334.616,4511307000000.0,1268073000000.0,70074000000.0,190568005632.0,1890.0,2.38462,14.0,0.52109003,0.046919998,0.30293942914173483,2400.0,1500.0,1788.24,1686.045,https://global.kyocera.com
0992.HK,LENOVO GROUP,Technology,Computer Hardware,Hong Kong,HKD,12.819278,9.761468,23.910114,1.8215024,136303288320.0,40.606,1.881,0.022720002,0.041690003,0.15611,,,86.082,,,72459968512.0,0.83,1.09,0.219,0.904,3.6,0.39,0.4644,131986014208.0,0.932,13.6,6.57,73384158.0,12404700160.0,8731019450.0,,0.445,44230812000.0,37570895000.0,-51330000.0,3356726272.0,13.41171,1.54167,20.0,0.2741,0.38246,0.5149072006389979,16.0694,10.998959,10.4256,10.08345,https://www.lenovo.com
051910.KS,"LG Chem, Ltd.",Basic Materials,Chemicals,South Korea,KRW,,13.3072405,,0.42486915,57603790995456.0,9.821,1.184,-0.02163,-0.00122,0.15872,-0.01133,0.0061299996,71.315,1.237,0.774,48656870801408.0,,,-0.067,,0.37,1000.0,0.0,20672803766272.0,1.327,368500.0,181500.0,338574.0,70592304.0,53604355.0,,,93857762000000.0,45862299000000.0,-7767519000000.0,5865157951488.0,344481.47,1.55556,27.0,0.28694,0.34977,0.45951884436805646,500000.0,280000.0,274730.0,244864.0,https://www.lgchem.com
0823.HK,LINK REIT,Real Estate,REIT - Retail,Hong Kong,HKD,,15.276118,0.64674103,7.6735806,161631502336.0,17.265,11.709,-0.64206004,0.67772,0.75913,-0.055180002,0.0241,36.119,0.392,0.334,13804000256.0,-3.45,2.68,0.071,,6.69,2.75,0.42349997,105926107136.0,0.9,45.05,31.1,8650871.0,2587350016.0,2580356372.0,,63.302,229177000000.0,65779000000.0,8944000000.0,9361999872.0,47.51,1.35294,17.0,0.37928,0.00079,0.22201347204167782,53.1,43.0,42.7268,37.60545,https://www.linkreit.com
LUN.TO,Lundin Mining Corporation,Basic Materials,Copper,Canada,CAD,72.681816,15.676471,2.3780487,3.767863,15603436544.0,12.175,4.295,0.00379,0.2516,0.4562,0.04363,0.055859998,9.513,1.446,0.838,3633103872.0,0.22,1.02,0.067,0.702,0.67,0.11,1.3362,13689037824.0,1.772,16.59,8.94,2192998.0,856001024.0,677610387.0,2.94,6.724,10406712000.0,4890948000.0,711550000.0,1281580032.0,17.247017,2.08696,22.0,0.48437,0.2084,0.44680867874053803,21.133413,14.079717,14.7182,13.03765,https://www.lundinmining.com
8002.T,Marubeni Corporation,Industrials,Conglomerates,Japan,JPY,11.333355,11.028537,1.570678,0.71418846,7806611095552.0,16.812,0.988,0.06514,0.039470002,0.1551,0.13904001,0.02369,70.679,1.436,0.82,7902575198208.0,302.47,310.83,0.055,0.093,2.93,100.0,0.314,5671489110016.0,0.674,3505.0,1878.0,4138053.0,1646419968.0,1596691220.0,,2182.497,9201974000000.0,5433341000000.0,420391000000.0,464358014976.0,3543.6365,1.54545,11.0,0.42741,0.10323,0.3009955478878614,4000.0,3000.0,3104.35,2614.1074,https://www.marubeni.com
8031.T,"Mitsui & Co., Ltd.",Industrials,Conglomerates,Japan,JPY,11.861641,12.370256,1.3752728,0.7397974,14421383446528.0,22.196,1.021,0.05777,0.031719998,0.088999994,0.10487001,0.0149,63.176,1.571,0.864,14122649387008.0,306.45,293.85,-0.141,-0.278,3.35,120.0,0.32630002,10447899066368.0,,3635.0,2365.5,5820319.0,2874249984.0,2837949813.0,,2643.112,16811509000000.0,9048877000000.0,671371000000.0,649718005760.0,3618.0,1.8,10.0,0.30348,0.12704,0.27162405809708823,4200.0,2860.0,3146.27,3003.5974,https://www.mitsui.com/jp/en/
8801.T,"Mitsui Fudosan Co., Ltd.",Real Estate,Real Estate - Diversified,Japan,JPY,17.77068,16.684206,1.368794,1.5713681,8765297393664.0,,3.133,0.11011,0.19955999,0.24744,,,136.072,1.82,0.174,2797302972416.0,89.22,95.03,,,2.1,33.0,0.3475,4395592581120.0,0.429,1655.5,1199.5,7650234.0,2772369920.0,2728262497.0,,1158.319,9859856000000.0,6589134000000.0,327772000000.0,,1718.1818,1.36364,11.0,0.4637,0.05558,0.2709833985488294,1910.0,1470.0,1453.58,1363.3726,https://www.mitsuifudosan.co.jp
NPN.JO,Naspers Limited,Consumer Cyclical,Internet Retail,South Africa,ZAc,10.598177,565.063,4130.185,122.81327,944497950720.0,3646.71,131.527,0.72998,0.02033,0.40273,0.26775998,0.00135,32.983,3.483,3.322,7181000192.0,533.17,10.0,,,0.21,12.05,0.0222,881922146304.0,0.964,598000.0,346639.0,364235.0,156044000.0,159809776.0,,136.813,73268000000.0,22057000000.0,1769000000.0,259000000.0,706467.06,1.5,8.0,0.47569,0.01764,0.31669395601621236,811115.8,532051.75,564001.6,483715.03,https://www.naspers.com
9432.T,"NTT, Inc.",Communication Services,Telecom Services,Japan,JPY,13.313808,10.934709,1.3997027,0.95898986,25579667587072.0,7.308,1.863,0.0718,0.13064,0.27514,0.10086001,0.03607,137.94,0.893,0.622,13726742740992.0,11.95,14.55,0.007,-0.037,3.37,5.3,0.4348,13163807375360.0,0.079,167.2,135.2,140649853.0,82739200000.0,50936765490.0,,113.667,30062483000000.0,18717844000000.0,231739000000.0,3500037111808.0,177.0,2.0,14.0,0.1504,0.35173,0.1649444317133487,215.0,150.0,155.51,152.533,https://group.ntt
8604.T,"Nomura Holdings, Inc.",Financial Services,Capital Markets,Japan,JPY,8.51402,11.484332,0.88718975,1.5621238,-11208557068288.0,,-5.715,0.19188999,0.30628002,0.79248,0.10718001,0.00651,909.737,1.542,1.527,1961358000128.0,122.68,90.95,0.152,0.522,4.55,47.0,0.383,3063884021760.0,0.546,1100.0,672.0,10781447.0,2933349888.0,2690404597.0,,1177.313,56802170000000.0,53221171000000.0,-868582000000.0,,1087.1428,2.28571,7.0,0.41337,0.0036199999,0.3555199342542899,1300.0,990.0,993.552,929.339,https://www.nomuraholdings.com
ORI.AX,Orica Limited,Basic Materials,Specialty Chemicals,Australia,AUD,109.26316,19.96154,2.2380338,1.2844858,12617957376.0,10.852,1.588,0.01235,0.10773,0.41623002,0.0278,0.05154,63.767,1.3,0.717,7946100224.0,0.19,1.04,0.077,,2.55,0.53,2.5,10206653440.0,0.503,22.23,14.88,1299318.0,475987008.0,485232505.0,,9.276,9598300000.0,5050700000.0,351100000.0,1162700032.0,21.56162,,14.0,0.49316,0.00294,0.20937512356923804,23.0,18.0,21.0714,18.30705,https://www.orica.com
ORSTED.CO,Ørsted A/S,Utilities,Utilities - Renewable,Denmark,DKK,14.123491,7.223231,1.2580127,1.1353362,159334252544.0,7.372,2.133,0.08894,0.06583,0.46528998,0.08101,0.02736,93.262,1.184,0.819,74682998784.0,14.09,27.55,0.141,,,,0.0,84790312960.0,0.665,458.3,173.4,714614.0,420235008.0,147878531.0,,158.186,298786000000.0,205302000000.0,-24298000000.0,21613000704.0,247.52444,2.85714,18.0,0.16055,0.65101,0.5471223573756692,360.0,175.0,263.555,290.59274,https://www.orsted.com
6752.T,Panasonic Holdings Corporation,Technology,Consumer Electronics,Japan,JPY,9.604717,8.92212,0.76622796,0.42719552,4352859701248.0,5.387,0.529,0.04458,0.0463,0.31594,0.07846,0.02658,32.733,1.29,0.79,8233187016704.0,156.85,168.85,-0.106,0.012,2.64,40.0,0.3061,3517180542976.0,0.752,1919.0,1188.0,7907569.0,2334670080.0,2182199956.0,,1966.125,9343191000000.0,4468362000000.0,-67287000000.0,808083980288.0,2035.8667,1.46667,15.0,0.33183,0.017,0.3705939846405548,2500.0,1500.0,1497.33,1600.3575,https://holdings.panasonic
5183.KL,PETRONAS Chemicals Group Berhad,Basic Materials,Chemicals,Malaysia,MYR,,13.125,0.888137,1.1375562,31753000960.0,18.8,1.075,-0.046350002,-0.14494,0.121750005,-0.030480001,-0.00577,14.166,1.652,1.268,29536999424.0,-0.17,0.32,-0.167,,1.4,0.06,1.9403,33599997952.0,0.309,5.84,2.75,7588904.0,8000000000.0,2791440000.0,,4.729,60020000000.0,20041000000.0,2174000000.0,1688999936.0,3.63884,3.72222,18.0,0.26957,0.65084,0.49072626588847185,5.3,2.18,3.7642,3.92755,https://www.petronas.com/pcg
P911.DE,Dr. Ing. h.c. F. Porsche AG,Consumer Cyclical,Auto Manufacturers,Germany,EUR,18.64979,8.5,1.7336732,1.0380099,44933828608.0,6.892,1.159,0.055770002,0.07012,0.23234,0.0958,0.04757,46.492,1.441,0.735,38783000576.0,2.37,5.2,-0.11,-0.831,5.19,2.31,0.97470003,40257138688.0,1.027,75.0,39.58,596785.0,455500000.0,0.0,,25.495,53527000000.0,30471000000.0,2596000000.0,6520000000.0,47.29474,2.89474,19.0,0.11344,0.758,0.3307984196551719,64.0,37.0,44.1566,50.09895,https://www.porsche.com/international
005490.KS,POSCO Holdings Inc.,Basic Materials,Steel,South Korea,KRW,,11.392553,,0.30197757,39256508596224.0,6.48,0.552,0.00684,0.033889998,0.07436,0.00364,0.01186,47.373,1.945,1.317,71118878670848.0,,,-0.052,-0.657,3.57,10000.0,1.0941,21476306583552.0,1.527,395500.0,227500.0,362298.0,75620800.0,72307612.0,,,103443735000000.0,42000967000000.0,-1498830000000.0,6058414178304.0,404478.25,1.5,23.0,0.23838,0.01641,0.41785767967611703,520000.0,310000.0,302370.0,275357.5,https://www.posco-inc.com
QBE.AX,QBE Insurance Group Limited,Financial Services,Insurance - Property & Casualty,Australia,AUD,10.54902,12.584795,2.9822617,1.4153961,29942099968.0,10.484,1.292,0.08627,0.12629,0.134,0.19044,0.03915,36.025,55.629,23.645,23171999744.0,2.04,1.71,0.043,0.272,4.37,0.94,0.41799998,32797556736.0,0.381,24.2,15.79,3350114.0,1510019968.0,1508671200.0,,7.216,43846000000.0001,33115000000.0001,2341000000.0,2856000000.0,23.83083,2.0,12.0,0.55787,0.00174,0.23400197080996563,26.2,16.5,22.2998,21.414,https://www.qbe.com
ACX.MC,"Acerinox, S.A.",Basic Materials,Steel,Spain,EUR,28.594595,8.3307085,1.224112,0.46317604,3882441216.0,11.903,0.682,0.01632,0.04167,0.34191,0.0345,0.01657,107.744,1.909,0.949,5693302784.0,0.37,1.27,0.159,,5.88,0.62,1.6757001,2637001472.0,1.145,11.96,8.3,830846.0,249244000.0,177999760.0,,8.643,6469319000.0,3894248000.0,88888000.0,326176992.0,13.04286,,14.0,0.55707,0.00059999997,0.2936363925798639,15.5,10.2,10.6055,10.342375,https://www.acerinox.com
6857.T,Advantest Corporation,Technology,Semiconductor Equipment & Materials,Japan,JPY,51.333763,47.11227,14.271898,9.059189,7644023619584.0,22.037,8.449,0.25143,0.46991003,0.59664,0.44122002,0.24858,15.984,2.262,1.446,904757968896.0,218.18,237.73,0.901,2.808,0.36,39.0,0.17889999,8196373086208.0,0.745,12040.0,4703.0,16278458.0,731819008.0,731360300.0,,784.759,854210000000.0,347671000000.0,266540000000.0,346873004032.0,11467.368,1.94737,19.0,0.61942,0.00266,0.6014691463911542,16000.0,6000.0,10895.26,8754.615,https://www.advantest.com
8686.T,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown
0753.HK,AIR CHINA,Industrials,Airlines,China,HKD,70.428566,17.0,2.017185,0.7441971,288783826944.0,21.688,1.72,0.0044,0.00117,0.05277,-0.044910002,-0.00119,614.601,0.378,0.33,167935983616.0,0.07,0.29,0.032,,,,0.0,124977471488.0,0.452,6.12,2.87,22525236.0,4955610112.0,4981524196.0,,2.444,345769412000.0,304824203000.0,14441392000.0,13315676160.0,5.005204,2.90909,9.0,0.10363,0.65592,0.5115065485385265,6.867884,3.296934,5.4672,5.14585,https://www.airchina.com.cn
ALFA.ST,Alfa Laval AB (publ),Industrials,Specialty Industrial Machinery,Sweden,SEK,22.035034,19.494076,4.380826,2.6169665,186210648064.0,14.458,2.746,0.11837,0.17326,0.36161,0.20305,0.080620006,43.54,1.334,0.863,67803000832.0,19.41,21.94,-0.041,0.194,1.98,8.5,0.4377,177438179328.0,0.963,497.7,365.2,491632.0,413326016.0,290812262.0,,97.63,88803000000.0,46522000000.0,8823000000.0,12878999552.0,440.35715,2.73333,14.0,0.50422,0.29642,0.2200931109580999,530.0,345.0,421.45,436.551,https://www.alfalaval.com
1150.SR,Alinma Bank,Financial Services,Banks - Regional,Saudi Arabia,SAR,10.753247,10.525424,1.8090452,5.9192896,59309072384.0,,5.689,0.593,0.65586,0.0,0.14577,0.022179998,,,,10424316928.0,2.31,2.36,0.102,0.114,4.84,1.2,0.4978,61704552448.0,0.044,31.3,24.52,4783599.0,2484080128.0,2235912480.0,,13.731,276827481000.0,235385706000.0,4939939000.0,,31.725,2.125,16.0,0.17105,0.0,0.18578354588687176,41.0,26.7,25.9702,28.1398,https://www.alinma.com
2280.SR,Almarai Company,Consumer Defensive,Packaged Foods,Saudi Arabia,SAR,20.201681,17.547445,2.4565706,2.2309618,58538897408.0,10.894,2.733,0.11107001,0.14553,0.31440002,0.12742,0.052210003,60.354,1.397,0.555,21421742080.0,2.38,2.74,0.026,0.048,2.09,1.0,0.4202,47791087616.0,0.28,61.5,45.98,832918.0,993990976.0,584464121.0,,19.572,35567960000.0,16776828000.0,1133573000.0,5373386240.0,62.96,1.5,15.0,0.27379,0.23708999,0.21323451819789602,71.5,50.0,48.0722,53.2128,https://www.almarai.com
2020.HK,ANTA Sports Products Limited,Consumer Cyclical,Leisure,China,HKD,15.854484,17.481342,4.124846,3.4539106,266860544000.0,13.821,3.528,0.19708,0.26284,0.61928004,0.25398,0.10481,45.304,1.628,1.189,75634999296.0,5.91,5.36,0.143,-0.074,2.94,2.74,0.38990003,261236523008.0,0.773,107.5,68.35,9502244.0,2788009984.0,1317144387.0,,22.716,112615000000.0,45876000000.0,13281000000.0,19309000704.0,118.47991,1.31579,33.0,0.19652,0.55717,0.41836387905636374,142.46356,95.15694,93.168,88.28725,https://www.anta.com
APA.AX,APA Group,Utilities,Utilities - Regulated Gas,Australia,AUD,110.62501,40.227276,4.3276286,3.6032262,24746266624.0,13.093,7.724,0.0309,0.27227,0.96286005,0.04361,0.02994,529.685,1.564,1.295,3204000000.0,0.08,0.22,0.023,,6.78,0.6,7.4607,11544736768.0,0.26,8.98,6.49,2683128.0,1304489984.0,1303965713.0,,2.045,19937000000.0,17269000000.0,320000000.0,1890000000.0,8.718,3.0,10.0,0.40007,0.05331,0.20801731552619543,9.3,7.7,8.4938,7.8323,https://www.apa.com.au
3407.T,Asahi Kasei Corporation,Basic Materials,Chemicals,Japan,JPY,12.345552,12.058647,0.9010143,0.5401544,2532251009024.0,6.255,0.833,0.03968,0.072670005,0.31816998,,,64.782,1.807,0.878,3039698878464.0,97.93,100.26,0.003,-0.41,3.3,40.0,0.38799998,1641906700288.0,0.397,1254.5,880.0,4682609.0,1358070016.0,1319484940.0,,1341.821,4015214000000.0,2101270000000.0,83550000000.0,404808007680.0,1381.6666,1.83333,12.0,0.50834,0.0395,0.2484388158826537,1800.0,1050.0,1087.984,1043.0105,https://www.asahi-kasei.com
ASM.AS,ASM International NV,Technology,Semiconductor Equipment & Materials,Netherlands,EUR,38.28812,23.348543,5.63169,6.138288,18719412224.0,17.387,5.738,0.16158001,0.30923998,0.51265,0.15107,0.124230005,1.048,2.02,1.512,3262424064.0,10.69,17.53,0.183,0.276,0.75,3.0,0.28059998,20025698304.0,1.324,637.6,333.3,147342.0,48902400.0,46343070.0,,72.678,5161920000.0,1414765000.0,532924000.0,1076656000.0,573.15,1.65,20.0,0.59317,0.05564,0.42481609893744643,690.0,440.0,458.944,491.6865,https://www.asm.com
AZJ.AX,Aurizon Holdings Limited,Industrials,Railroads,Australia,AUD,18.82353,12.307693,1.3710368,1.4262186,11075411968.0,7.306,2.802,0.07667,0.18499,0.42181,0.071090005,0.0454,138.938,0.608,0.443,3952000000.0,0.17,0.26,0.011,-0.567,4.91,0.16,0.9763,5636416000.0,0.455,3.58,2.87,5830098.0,1750439936.0,1746207914.0,,2.334,11642000000.0,7556000000.0,765000000.0,1516000000.0,3.40388,2.73333,15.0,0.57085,0.00242,0.14975001311970143,4.4,2.88824,3.2112,3.15975,https://www.aurizon.com.au
AGR,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown
7832.T,BANDAI NAMCO Holdings Inc.,Consumer Cyclical,Leisure,Japan,JPY,25.626009,29.87464,4.126987,2.6054163,2884548427776.0,12.465,2.287,0.105909996,0.17283002,0.40517,0.17761,0.11472,,2.663,1.864,1261315948544.0,198.08,169.91,0.071,0.138,0.93,46.0,0.1112,3286253174784.0,0.205,5729.0,3006.0,2371253.0,647409984.0,557241365.0,,1229.953,1102636000000.0,309421000000.0,144901000000.0,231410499584.0,5454.5,2.0,16.0,0.38417998,0.14152001,0.36581315488896055,6800.0,4100.0,4996.64,4545.92,https://www.bandainamco.co.jp
BBRI.JK,PT Bank Rakyat Indonesia (Persero) Tbk,Financial Services,Banks - Regional,Indonesia,IDR,10.638298,9.086986,1.9091984,4.5269923,641223182254080.0,,4.788,0.42362,0.35992,0.0,0.18075001,0.02805,,,,133915838775296.0,376.0,440.19,0.037,-0.094,10.34,416.8,0.91330004,606235976007680.0,0.437,5575.0,3360.0,176653349.0,151558995968.0,69918308758.0,,2095.12,1992983447000000.0,1669794400000000.0,13948520000000.0,,4533.55,1.81818,20.0,0.21305999,0.55836,0.36671901227670795,5400.0,3400.0,3883.4,3987.55,https://bri.co.id
BID.JO,Bid Corporation Limited,Consumer Defensive,Food Distribution,South Africa,ZAc,18.01319,15.562678,310.44427,0.63296884,161762705408.0,10.847,0.687,0.0347,0.055120002,0.2448,0.18214001,0.068959996,54.972,1.31,0.83,235591188480.0,24.26,28.08,0.049,0.053,2.74,12.0,0.4636,149121875968.0,0.492,49798.0,40837.0,702113.0,335984992.0,335332983.0,,140.766,120964823000.0,73292152000.0,1772639000.0,14912670720.0,50265.703,2.5,10.0,0.69537,0.00183,0.19139508256194915,58200.0,41300.0,45662.68,45406.31,https://www.bidcorpgroup.com
9626.HK,Bilibili Inc.,Communication Services,Internet Content & Information,China,HKD,302.4138,37.639484,5.1122117,2.4642558,59886620672.0,22.659,2.038,0.0075,0.03429,0.35909,0.01563,0.00582,69.398,1.597,1.46,29380718592.0,0.58,4.66,0.198,,,,0.0,72401608704.0,0.934,238.8,112.4,5913683.0,331680000.0,283101286.0,,34.31,32698500000.0,18594587000.0,4259743000.0,2642949120.0,214.98132,1.36364,18.0,0.38365,0.28222,0.6910489496615851,280.32892,128.42213,181.28,156.113,https://www.bilibili.com
BLD.AX,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown
BXB.AX,Brambles Limited,Industrials,Specialty Business Services,Australia,AUD,27.673685,25.038097,10.726234,5.2563853,38061355008.0,19.38,5.566,0.13104,0.19083999,0.34471,0.26278,0.08913,96.236,0.666,0.624,6837700096.0,0.95,1.05,,,2.37,0.62,0.6271,35941584896.0,0.571,26.9,17.8,3725713.0,1367120000.0,1365271568.0,,2.451,8731100000.0001,5504000000.0,655300000.0,1964000000.0,25.105831,2.86667,15.0,0.50735,0.0056800004,0.2275473820859014,29.057335,20.7548,23.9906,21.4255,https://www.brambles.com
C38U.SI,CapitaLand Integrated Commercial Trust,Real Estate,REIT - Retail,Singapore,SGD,16.0,18.666668,1.0526316,10.763105,25779337216.0,24.706,16.295,0.61215,0.66700995,0.68337,0.06447,0.02587,58.006,0.213,0.213,1582013952.0,0.14,0.12,-0.005,0.004,7.86,0.18,0.7996,17027382272.0,0.605,2.29,1.9,22793141.0,7601509888.0,5773378643.0,,2.128,25513002000.0,9790831000.0,865493000.0,1043459968.0,2.426,1.66667,15.0,0.50671,0.00299,0.15464204330375367,2.79,2.15,2.2226,2.0751,https://www.cict.com.sg
1898.HK,CHINA COAL,Energy,Thermal Coal,China,HKD,7.255814,6.24,0.7970027,0.87283397,154471284736.0,4.261,0.904,0.10090999,0.15486,0.23934999,0.11228,0.04531,33.852,1.048,0.917,170850877440.0,1.29,1.5,-0.243,-0.24,4.91,0.46,0.40330002,149124448256.0,0.545,10.76,7.16,24014622.0,4106660096.0,4960198565.0,,11.744,357794496000.0,165765797000.0,16069440000.0,36256063488.0,9.92233,2.5,8.0,0.54835,0.0,0.3388358124019516,13.4060755,6.407187,9.7022,8.9162,https://en.chinacoalenergy.com
2319.HK,China Mengniu Dairy Company Limited,Consumer Defensive,Packaged Foods,Hong Kong,HKD,499.66666,10.556338,1.417628,0.6831923,78944878592.0,8.351,0.923,-0.0034599998,0.07566,0.39348,-0.0031,0.03773,61.902,0.943,0.51,85571436544.0,0.03,1.42,-0.069,-0.159,3.74,0.56,18.5081,58461749248.0,0.459,22.55,12.16,23048914.0,3900049920.0,2956588086.0,,10.574,106292792000.0,58267301000.0,4857127000.0,9452986368.0,21.84234,1.22581,28.0,0.46639,0.24443,0.4919797448405499,28.360182,16.491219,16.3868,17.26975,https://www.mengniuir.com
